side,id,golpe_real,golpe_prob,verdict,classe_binaria,tipo,urgencia,pede_pix,latency_ms,tokens_in,tokens_out,cost_usd,model,recv_s
rust,207,0,0.05,ok,TN,pessoal,0.0,0.11,320.15749999999997,613,148,2.5746000000000004e-05,jev-1.13.0,4.259334
rust,208,0,0.04,ok,TN,pessoal,0.0,0.1,438.1343,613,148,2.5746000000000004e-05,jev-1.13.0,4.467123
rust,209,0,0.18,ok,TN,cobranca_legitima,0.01,0.01,410.3676,598,151,2.5116000000000005e-05,jev-1.13.0,11.107775
rust,210,0,0.25,ok,TN,pessoal,0.38,0.94,293.30289999999997,624,148,2.6208000000000004e-05,jev-1.13.0,9.556969
rust,211,0,0.19,ok,TN,outro,1.0,0.03,276.52500000000003,601,147,2.5242000000000003e-05,jev-1.13.0,10.11475
rust,212,0,0.03,ok,TN,pessoal,0.0,0.02,411.55629999999996,607,148,2.5494000000000004e-05,jev-1.13.0,10.720412
rust,213,0,0.33,ok,TN,cobranca_legitima,0.98,0.85,372.01410000000004,619,151,2.5998000000000004e-05,jev-1.13.0,10.308623
rust,214,0,0.04,ok,TN,pessoal,0.0,0.1,424.1594,612,148,2.5704000000000003e-05,jev-1.13.0,10.308417
rust,215,0,0.2,ok,TN,outro,0.95,0.03,405.74379999999996,599,147,2.5158000000000002e-05,jev-1.13.0,3.708597
rust,216,0,0.19,ok,TN,outro,1.0,0.03,375.8005,601,147,2.5242000000000003e-05,jev-1.13.0,4.506018
rust,217,0,0.02,ok,TN,pessoal,0.52,0.01,363.12440000000004,603,148,2.5326000000000005e-05,jev-1.13.0,4.758202
rust,218,0,0.03,ok,TN,pessoal,0.29,0.04,397.9497,614,148,2.5788000000000004e-05,jev-1.13.0,4.796268
rust,219,0,0.09,ok,TN,pessoal,0.0,0.01,456.1615,602,148,2.5284000000000004e-05,jev-1.13.0,4.715539
rust,220,0,0.08,ok,TN,pessoal,0.0,0.01,472.10360000000003,600,148,2.5200000000000003e-05,jev-1.13.0,4.61585
rust,221,0,0.08,ok,TN,pessoal,0.0,0.01,331.2675,600,148,2.5200000000000003e-05,jev-1.13.0,4.72253
rust,222,0,0.01,ok,TN,pessoal,0.18,0.01,333.3587,609,148,2.5578000000000005e-05,jev-1.13.0,4.39128
rust,223,0,0.03,ok,TN,pessoal,0.28,0.04,347.05940000000004,614,148,2.5788000000000004e-05,jev-1.13.0,4.814141
rust,224,1,0.98,golpe,TP,outro,0.2,0.99,346.655,655,147,2.7510000000000003e-05,jev-1.13.0,4.962668
rust,225,0,0.09,ok,TN,pessoal,0.01,0.01,373.67679999999996,602,148,2.5284000000000004e-05,jev-1.13.0,5.096409
rust,226,0,0.08,ok,TN,outro,0.13,0.01,395.3017,610,147,2.5620000000000002e-05,jev-1.13.0,4.846538
rust,227,1,0.98,golpe,TP,falsa_central,1.39,0.99,386.2955,651,150,2.7342000000000004e-05,jev-1.13.0,5.270359
rust,228,0,0.33,ok,TN,cobranca_legitima,0.97,0.85,359.1343,619,151,2.5998000000000004e-05,jev-1.13.0,5.173448
rust,229,0,0.34,ok,TN,pessoal,0.41,0.95,311.3544,625,148,2.6250000000000004e-05,jev-1.13.0,7.428875
rust,230,0,0.07,ok,TN,outro,0.95,0.01,318.1921,604,147,2.5368000000000002e-05,jev-1.13.0,11.038806
rust,231,0,0.4,ok,TN,cobranca_legitima,1.0,0.89,405.2347,622,151,2.6124000000000003e-05,jev-1.13.0,11.209749
rust,232,0,0.17,ok,TN,cobranca_legitima,0.01,0.01,306.3972,601,151,2.5242000000000003e-05,jev-1.13.0,11.16104
rust,233,0,0.08,ok,TN,pessoal,0.0,0.01,337.14509999999996,602,148,2.5284000000000004e-05,jev-1.13.0,11.17827
rust,234,0,0.02,ok,TN,pessoal,0.2,0.03,361.1624,614,148,2.5788000000000004e-05,jev-1.13.0,11.235986
rust,235,0,0.05,ok,TN,pessoal,0.0,0.08,306.7894,612,148,2.5704000000000003e-05,jev-1.13.0,11.209857
rust,236,1,0.98,golpe,TP,boleto_falso,1.76,0.99,338.52520000000004,664,149,2.7888000000000005e-05,jev-1.13.0,11.311863
rust,237,0,0.24,ok,TN,cobranca_legitima,0.01,0.02,324.5153,601,151,2.5242000000000003e-05,jev-1.13.0,11.363348
rust,238,0,0.08,ok,TN,pessoal,0.0,0.01,413.328,602,148,2.5284000000000004e-05,jev-1.13.0,11.521102
rust,239,0,0.05,ok,TN,pessoal,0.0,0.1,309.3976,613,148,2.5746000000000004e-05,jev-1.13.0,11.470209
rust,240,0,0.25,ok,TN,cobranca_legitima,0.49,0.05,343.39160000000004,605,151,2.5410000000000002e-05,jev-1.13.0,11.521208
rust,241,0,0.01,ok,TN,pessoal,0.18,0.01,356.7913,610,148,2.5620000000000002e-05,jev-1.13.0,11.566207
rust,242,0,0.37,ok,TN,cobranca_legitima,1.0,0.85,339.13460000000003,622,151,2.6124000000000003e-05,jev-1.13.0,11.548801
rust,243,0,0.2,ok,TN,cobranca_legitima,0.03,0.9,357.7513,632,151,2.6544000000000002e-05,jev-1.13.0,11.593799
rust,244,0,0.02,ok,TN,pessoal,0.48,0.01,375.2839,603,148,2.5326000000000005e-05,jev-1.13.0,11.738575
rust,245,0,0.16,ok,TN,cobranca_legitima,0.01,0.02,465.1393,600,151,2.5200000000000003e-05,jev-1.13.0,11.77685
rust,246,0,0.02,ok,TN,pessoal,0.0,0.0,346.1997,599,148,2.5158000000000002e-05,jev-1.13.0,11.867779
rust,247,0,0.01,ok,TN,pessoal,0.03,0.01,397.109,601,148,2.5242000000000003e-05,jev-1.13.0,11.867877
rust,248,0,0.19,ok,TN,cobranca_legitima,0.04,0.92,346.04240000000004,627,151,2.6334000000000002e-05,jev-1.13.0,11.867944
rust,249,0,0.43,revisar,TN,cobranca_legitima,0.98,0.92,445.3639,622,151,2.6124000000000003e-05,jev-1.13.0,11.994818
rust,250,0,0.33,ok,TN,cobranca_legitima,1.0,0.86,431.86629999999997,618,151,2.5956000000000004e-05,jev-1.13.0,11.998405
rust,251,0,0.16,ok,TN,cobranca_legitima,0.04,0.88,340.4372,631,151,2.6502000000000005e-05,jev-1.13.0,11.934634
rust,252,0,0.02,ok,TN,pessoal,0.01,0.0,357.0183,597,148,2.5074000000000004e-05,jev-1.13.0,12.096112
rust,253,1,0.98,golpe,TP,falsa_central,2.0,0.99,343.30379999999997,647,150,2.7174000000000004e-05,jev-1.13.0,12.211393
rust,254,0,0.02,ok,TN,pessoal,0.21,0.03,338.49620000000004,613,148,2.5746000000000004e-05,jev-1.13.0,12.206282
rust,255,0,0.01,ok,TN,pessoal,0.17,0.01,319.473,609,148,2.5578000000000005e-05,jev-1.13.0,12.187448
rust,256,0,0.06,ok,TN,outro,0.92,0.01,322.6305,605,147,2.5410000000000002e-05,jev-1.13.0,12.257113
rust,257,0,0.23,ok,TN,cobranca_legitima,0.65,0.03,400.86319999999995,607,151,2.5494000000000004e-05,jev-1.13.0,12.395543
rust,258,0,0.01,ok,TN,pessoal,0.18,0.01,336.9584,610,148,2.5620000000000002e-05,jev-1.13.0,12.335098
rust,259,0,0.16,ok,TN,cobranca_legitima,0.01,0.01,352.60069999999996,601,151,2.5242000000000003e-05,jev-1.13.0,12.448621
rust,260,0,0.23,ok,TN,pessoal,0.22,0.95,309.606,627,148,2.6334000000000002e-05,jev-1.13.0,12.496743
rust,261,0,0.01,ok,TN,pessoal,0.04,0.01,334.9108,601,148,2.5242000000000003e-05,jev-1.13.0,12.54125
rust,262,0,0.01,ok,TN,pessoal,0.02,0.01,330.3795,601,148,2.5242000000000003e-05,jev-1.13.0,12.541348
rust,263,0,0.17,ok,TN,cobranca_legitima,0.06,0.01,299.65560000000005,606,151,2.5452000000000003e-05,jev-1.13.0,12.556616
rust,264,0,0.05,ok,TN,pessoal,0.0,0.11,526.2597,613,148,2.5746000000000004e-05,jev-1.13.0,12.303283
rust,265,0,0.12,ok,TN,outro,0.7,0.01,352.7702,609,147,2.5578000000000005e-05,jev-1.13.0,12.687935
rust,266,0,0.04,ok,TN,outro,0.13,0.01,459.9772,612,147,2.5704000000000003e-05,jev-1.13.0,12.855493
rust,267,0,0.17,ok,TN,cobranca_legitima,0.1,0.01,336.1531,602,151,2.5284000000000004e-05,jev-1.13.0,12.784685
rust,268,0,0.37,ok,TN,cobranca_legitima,1.01,0.87,375.5163,623,151,2.6166000000000003e-05,jev-1.13.0,12.872608
rust,269,0,0.13,ok,TN,cobranca_legitima,0.05,0.01,388.55089999999996,608,151,2.5536000000000004e-05,jev-1.13.0,12.929793
rust,270,0,0.02,ok,TN,pessoal,0.47,0.01,454.93699999999995,603,148,2.5326000000000005e-05,jev-1.13.0,12.996664
rust,271,0,0.27,ok,TN,pessoal,0.34,0.94,388.4492,628,148,2.6376000000000003e-05,jev-1.13.0,12.691477
rust,272,0,0.11,ok,TN,cobranca_legitima,0.02,0.01,382.0083,611,151,2.5662000000000003e-05,jev-1.13.0,13.070188
rust,273,0,0.03,ok,TN,pessoal,0.32,0.04,394.5103,614,148,2.5788000000000004e-05,jev-1.13.0,12.951381
rust,274,0,0.01,ok,TN,pessoal,0.18,0.01,342.78839999999997,609,148,2.5578000000000005e-05,jev-1.13.0,13.034679
rust,275,0,0.08,ok,TN,outro,0.13,0.01,451.5963,610,147,2.5620000000000002e-05,jev-1.13.0,13.448497
rust,276,0,0.02,ok,TN,pessoal,0.0,0.0,371.6417,600,148,2.5200000000000003e-05,jev-1.13.0,13.227606
rust,277,0,0.02,ok,TN,pessoal,0.46,0.01,374.2655,603,148,2.5326000000000005e-05,jev-1.13.0,13.159105
rust,278,0,0.35,ok,TN,pessoal,0.27,0.95,486.7064,628,148,2.6376000000000003e-05,jev-1.13.0,13.359152
rust,279,0,0.13,ok,TN,cobranca_legitima,0.04,0.01,351.31649999999996,614,151,2.5788000000000004e-05,jev-1.13.0,13.280954
rust,280,0,0.01,ok,TN,pessoal,0.03,0.01,347.1832,601,148,2.5242000000000003e-05,jev-1.13.0,13.298606
rust,281,0,0.12,ok,TN,cobranca_legitima,0.02,0.01,355.5853,611,151,2.5662000000000003e-05,jev-1.13.0,13.39042
rust,282,0,0.02,ok,TN,pessoal,0.0,0.0,514.814,600,148,2.5200000000000003e-05,jev-1.13.0,13.585403
rust,283,0,0.08,ok,TN,outro,0.92,0.01,379.08389999999997,604,147,2.5368000000000002e-05,jev-1.13.0,13.538598
rust,284,0,0.07,ok,TN,outro,0.91,0.01,347.74060000000003,605,147,2.5410000000000002e-05,jev-1.13.0,13.629135
rust,285,0,0.04,ok,TN,outro,0.12,0.01,315.0756,612,147,2.5704000000000003e-05,jev-1.13.0,13.542816
rust,286,0,0.01,ok,TN,pessoal,0.18,0.01,392.0992,609,148,2.5578000000000005e-05,jev-1.13.0,13.691063
rust,287,0,0.01,ok,TN,pessoal,0.01,0.0,448.675,597,148,2.5074000000000004e-05,jev-1.13.0,13.808224
rust,288,0,0.14,ok,TN,cobranca_legitima,0.08,0.01,315.81,608,151,2.5536000000000004e-05,jev-1.13.0,13.706374
rust,289,0,0.01,ok,TN,pessoal,0.19,0.01,428.60949999999997,609,148,2.5578000000000005e-05,jev-1.13.0,13.876967
rust,290,0,0.03,ok,TN,pessoal,0.0,0.02,387.5237,606,148,2.5452000000000003e-05,jev-1.13.0,13.926259
rust,291,0,0.21,ok,TN,cobranca_legitima,0.12,0.01,464.0953,603,151,2.5326000000000005e-05,jev-1.13.0,14.00699
rust,292,0,0.18,ok,TN,cobranca_legitima,0.1,0.01,351.834,602,151,2.5284000000000004e-05,jev-1.13.0,13.937262
rust,293,0,0.01,ok,TN,pessoal,0.03,0.01,456.68219999999997,601,148,2.5242000000000003e-05,jev-1.13.0,14.086393
rust,294,0,0.24,ok,TN,cobranca_legitima,0.75,0.05,385.8348,605,151,2.5410000000000002e-05,jev-1.13.0,14.076988
rust,295,0,0.12,ok,TN,cobranca_legitima,0.02,0.01,379.4137,608,151,2.5536000000000004e-05,jev-1.13.0,14.086271
rust,296,0,0.05,ok,TN,pessoal,0.0,0.1,409.6052,612,148,2.5704000000000003e-05,jev-1.13.0,14.218227
rust,297,0,0.02,ok,TN,pessoal,0.0,0.0,375.1211,598,148,2.5116000000000005e-05,jev-1.13.0,14.252088
rust,298,0,0.13,ok,TN,cobranca_legitima,0.04,0.01,365.8349,608,151,2.5536000000000004e-05,jev-1.13.0,14.291889
rust,299,0,0.34,ok,TN,pessoal,0.27,0.93,355.2054,630,148,2.6460000000000004e-05,jev-1.13.0,14.292105
rust,300,0,0.08,ok,TN,outro,0.14,0.01,403.7611,610,147,2.5620000000000002e-05,jev-1.13.0,14.41028
rust,301,1,0.98,golpe,TP,falsa_central,1.99,0.92,366.9251,647,150,2.7174000000000004e-05,jev-1.13.0,14.44389
rust,302,0,0.18,ok,TN,cobranca_legitima,0.04,0.88,415.8353,631,151,2.6502000000000005e-05,jev-1.13.0,14.501596
rust,303,0,0.18,ok,TN,cobranca_legitima,0.07,0.01,478.11920000000003,606,151,2.5452000000000003e-05,jev-1.13.0,14.564047
rust,304,0,0.06,ok,TN,outro,0.9,0.01,371.8346,605,147,2.5410000000000002e-05,jev-1.13.0,14.589657
rust,305,0,0.02,ok,TN,pessoal,0.0,0.0,350.4456,597,148,2.5074000000000004e-05,jev-1.13.0,14.602575
rust,306,0,0.02,ok,TN,pessoal,0.01,0.0,526.9795,600,148,2.5200000000000003e-05,jev-1.13.0,14.819404
rust,307,0,0.22,ok,TN,cobranca_legitima,0.14,0.01,321.457,603,151,2.5326000000000005e-05,jev-1.13.0,14.731932
rust,308,0,0.03,ok,TN,pessoal,0.0,0.02,406.04859999999996,607,148,2.5494000000000004e-05,jev-1.13.0,14.850275
rust,309,0,0.4,ok,TN,cobranca_legitima,1.01,0.85,433.811,624,151,2.6208000000000004e-05,jev-1.13.0,14.935784
rust,310,0,0.01,ok,TN,pessoal,0.03,0.01,377.05100000000004,601,148,2.5242000000000003e-05,jev-1.13.0,14.941273
rust,311,0,0.1,ok,TN,cobranca_legitima,0.02,0.01,320.6262,613,151,2.5746000000000004e-05,jev-1.13.0,14.612984
rust,312,0,0.22,ok,TN,outro,0.97,0.02,431.5027,601,147,2.5242000000000003e-05,jev-1.13.0,15.034178
rust,313,0,0.19,ok,TN,outro,0.98,0.02,389.748,603,147,2.5326000000000005e-05,jev-1.13.0,15.002834
rust,314,0,0.02,ok,TN,pessoal,0.0,0.0,417.4984,598,148,2.5116000000000005e-05,jev-1.13.0,15.007086
rust,315,0,0.12,ok,TN,cobranca_legitima,0.02,0.01,463.26669999999996,611,151,2.5662000000000003e-05,jev-1.13.0,15.282371
rust,316,0,0.02,ok,TN,pessoal,0.53,0.01,399.6982,604,148,2.5368000000000002e-05,jev-1.13.0,15.131737
rust,317,0,0.11,ok,TN,cobranca_legitima,0.02,0.01,455.0014,611,151,2.5662000000000003e-05,jev-1.13.0,15.305092
rust,318,0,0.25,ok,TN,cobranca_legitima,0.75,0.04,379.1813,607,151,2.5494000000000004e-05,jev-1.13.0,15.314581
rust,319,0,0.27,ok,TN,outro,0.99,0.02,344.1876,597,147,2.5074000000000004e-05,jev-1.13.0,15.2855
rust,320,1,0.98,golpe,TP,boleto_falso,2.0,0.99,410.9141,646,149,2.7132000000000004e-05,jev-1.13.0,15.413732
rust,321,0,0.09,ok,TN,pessoal,0.0,0.01,406.6144,603,148,2.5326000000000005e-05,jev-1.13.0,15.413782
rust,322,0,0.22,ok,TN,cobranca_legitima,0.01,0.02,338.9894,604,151,2.5368000000000002e-05,jev-1.13.0,15.373323
rust,323,0,0.02,ok,TN,pessoal,0.49,0.01,377.9119,604,148,2.5368000000000002e-05,jev-1.13.0,15.509837
rust,324,0,0.04,ok,TN,pessoal,0.0,0.02,369.7929,607,148,2.5494000000000004e-05,jev-1.13.0,15.652181
rust,325,0,0.28,ok,TN,outro,0.98,0.02,447.815,597,147,2.5074000000000004e-05,jev-1.13.0,15.733187
rust,326,0,0.27,ok,TN,pessoal,0.42,0.95,326.33630000000005,625,148,2.6250000000000004e-05,jev-1.13.0,15.63134
rust,327,0,0.03,ok,TN,pessoal,0.0,0.02,329.9033,606,148,2.5452000000000003e-05,jev-1.13.0,15.644737
rust,328,0,0.14,ok,TN,cobranca_legitima,0.03,0.01,349.3141,611,151,2.5662000000000003e-05,jev-1.13.0,15.722461
rust,329,0,0.01,ok,TN,pessoal,0.04,0.01,355.5949,601,148,2.5242000000000003e-05,jev-1.13.0,15.769464
rust,330,0,0.03,ok,TN,pessoal,0.0,0.02,442.5109,607,148,2.5494000000000004e-05,jev-1.13.0,15.856513
rust,331,0,0.06,ok,TN,outro,0.94,0.01,401.2088,605,147,2.5410000000000002e-05,jev-1.13.0,16.032647
rust,332,0,0.14,ok,TN,outro,0.69,0.01,354.264,610,147,2.5620000000000002e-05,jev-1.13.0,15.864058
rust,333,0,0.32,ok,TN,pessoal,0.29,0.95,332.9837,628,148,2.6376000000000003e-05,jev-1.13.0,15.985346
rust,334,1,0.52,revisar,FN,pix_errado,0.98,0.91,354.371,641,148,2.6922000000000004e-05,jev-1.13.0,15.999285
rust,335,0,0.01,ok,TN,pessoal,0.03,0.01,388.2701,601,148,2.5242000000000003e-05,jev-1.13.0,16.11103
rust,336,0,0.05,ok,TN,pessoal,0.0,0.09,390.6324,612,148,2.5704000000000003e-05,jev-1.13.0,16.123951
rust,337,0,0.27,ok,TN,cobranca_legitima,0.66,0.04,332.1463,607,151,2.5494000000000004e-05,jev-1.13.0,16.19637
rust,338,0,0.03,ok,TN,pessoal,0.0,0.02,353.9001,606,148,2.5452000000000003e-05,jev-1.13.0,16.123279
rust,339,0,0.06,ok,TN,pessoal,0.0,0.1,409.0246,612,148,2.5704000000000003e-05,jev-1.13.0,16.265729
rust,340,0,0.42,revisar,TN,cobranca_legitima,0.99,0.9,376.5828,622,151,2.6124000000000003e-05,jev-1.13.0,16.361807
rust,341,0,0.39,ok,TN,pessoal,0.46,0.95,330.221,625,148,2.6250000000000004e-05,jev-1.13.0,16.329343
rust,342,0,0.09,ok,TN,pessoal,0.0,0.01,330.9109,604,148,2.5368000000000002e-05,jev-1.13.0,16.363465
rust,343,0,0.33,ok,TN,cobranca_legitima,0.98,0.86,332.049,618,151,2.5956000000000004e-05,jev-1.13.0,16.443065
rust,344,0,0.02,ok,TN,pessoal,0.0,0.0,417.7506,598,148,2.5116000000000005e-05,jev-1.13.0,16.541512
rust,345,0,0.03,ok,TN,pessoal,0.27,0.04,419.5537,614,148,2.5788000000000004e-05,jev-1.13.0,16.543708
rust,346,0,0.13,ok,TN,outro,0.65,0.01,463.2581,610,147,2.5620000000000002e-05,jev-1.13.0,16.65969
rust,347,0,0.16,ok,TN,cobranca_legitima,0.01,0.01,418.4966,598,151,2.5116000000000005e-05,jev-1.13.0,16.68402
rust,348,0,0.03,ok,TN,pessoal,0.27,0.03,368.6891,614,148,2.5788000000000004e-05,jev-1.13.0,16.698336
rust,349,0,0.08,ok,TN,pessoal,0.0,0.01,339.584,602,148,2.5284000000000004e-05,jev-1.13.0,16.701579
rust,350,0,0.19,ok,TN,cobranca_legitima,0.04,0.88,432.5035,631,151,2.6502000000000005e-05,jev-1.13.0,16.79657
rust,351,0,0.17,ok,TN,cobranca_legitima,0.08,0.01,328.316,605,151,2.5410000000000002e-05,jev-1.13.0,16.771794
rust,352,1,0.98,golpe,TP,falsa_central,0.32,0.99,444.8243,645,150,2.7090000000000003e-05,jev-1.13.0,16.986588
rust,353,0,0.08,ok,TN,outro,0.92,0.01,399.9242,604,147,2.5368000000000002e-05,jev-1.13.0,16.944003
rust,354,0,0.17,ok,TN,cobranca_legitima,0.01,0.01,398.4087,603,151,2.5326000000000005e-05,jev-1.13.0,17.058115
rust,355,0,0.03,ok,TN,pessoal,0.0,0.02,330.1118,607,148,2.5494000000000004e-05,jev-1.13.0,17.01434
rust,356,0,0.02,ok,TN,pessoal,0.28,0.04,390.9386,614,148,2.5788000000000004e-05,jev-1.13.0,17.089829
rust,357,0,0.08,ok,TN,outro,0.15,0.01,387.5443,610,147,2.5620000000000002e-05,jev-1.13.0,17.089731
rust,358,0,0.02,ok,TN,pessoal,0.01,0.0,363.16179999999997,597,148,2.5074000000000004e-05,jev-1.13.0,17.134829
rust,359,0,0.18,ok,TN,cobranca_legitima,0.04,0.86,312.8103,633,151,2.6586000000000003e-05,jev-1.13.0,17.109428
rust,360,0,0.02,ok,TN,pessoal,0.01,0.0,290.3447,597,148,2.5074000000000004e-05,jev-1.13.0,17.234341
rust,361,1,0.98,golpe,TP,falsa_central,0.96,0.99,309.5602,644,150,2.7048000000000003e-05,jev-1.13.0,17.295906
rust,362,0,0.22,ok,TN,cobranca_legitima,0.04,0.88,355.0261,633,151,2.6586000000000003e-05,jev-1.13.0,17.369673
rust,363,0,0.03,ok,TN,pessoal,0.0,0.02,372.9647,607,148,2.5494000000000004e-05,jev-1.13.0,17.482308
rust,364,1,0.83,golpe,TP,pix_errado,1.4,0.93,329.88669999999996,632,148,2.6544000000000002e-05,jev-1.13.0,17.419519
rust,365,0,0.2,ok,TN,cobranca_legitima,0.73,0.04,295.545,607,151,2.5494000000000004e-05,jev-1.13.0,17.353927
rust,366,0,0.24,ok,TN,cobranca_legitima,0.71,0.04,393.8273,607,151,2.5494000000000004e-05,jev-1.13.0,17.482965
rust,367,0,0.39,ok,TN,cobranca_legitima,0.99,0.88,347.82550000000003,622,151,2.6124000000000003e-05,jev-1.13.0,17.482493
rust,368,0,0.08,ok,TN,outro,0.93,0.01,328.615,604,147,2.5368000000000002e-05,jev-1.13.0,17.563051
rust,369,0,0.25,ok,TN,pessoal,0.25,0.95,320.9438,628,148,2.6376000000000003e-05,jev-1.13.0,17.617196
rust,370,0,0.02,ok,TN,pessoal,0.0,0.0,347.7738,599,148,2.5158000000000002e-05,jev-1.13.0,17.701658
rust,371,0,0.05,ok,TN,pessoal,0.0,0.12,427.8046,613,148,2.5746000000000004e-05,jev-1.13.0,17.847222
rust,372,0,0.02,ok,TN,pessoal,0.0,0.0,463.078,600,148,2.5200000000000003e-05,jev-1.13.0,17.832769
rust,373,0,0.06,ok,TN,outro,0.9,0.01,321.81559999999996,605,147,2.5410000000000002e-05,jev-1.13.0,17.804077
rust,374,0,0.14,ok,TN,outro,0.67,0.01,370.4327,610,147,2.5620000000000002e-05,jev-1.13.0,17.853462
rust,375,0,0.18,ok,TN,outro,1.01,0.03,311.12669999999997,601,147,2.5242000000000003e-05,jev-1.13.0,17.794179
rust,376,0,0.01,ok,TN,pessoal,0.0,0.0,359.74260000000004,598,148,2.5116000000000005e-05,jev-1.13.0,17.922997
rust,377,0,0.15,ok,TN,cobranca_legitima,0.1,0.01,337.7414,606,151,2.5452000000000003e-05,jev-1.13.0,18.039635
rust,378,0,0.14,ok,TN,cobranca_legitima,0.03,0.01,395.60830000000004,614,151,2.5788000000000004e-05,jev-1.13.0,18.013084
rust,379,0,0.02,ok,TN,pessoal,0.0,0.0,369.7929,598,148,2.5116000000000005e-05,jev-1.13.0,18.174018
rust,380,0,0.29,ok,TN,pessoal,0.24,0.95,403.08070000000004,628,148,2.6376000000000003e-05,jev-1.13.0,18.197354
rust,381,0,0.02,ok,TN,pessoal,0.5,0.01,483.4427,604,148,2.5368000000000002e-05,jev-1.13.0,18.315972
rust,382,0,0.08,ok,TN,pessoal,0.0,0.01,373.0832,600,148,2.5200000000000003e-05,jev-1.13.0,18.220325
rust,383,1,0.97,golpe,TP,falsa_central,0.4,0.99,369.61319999999995,662,150,2.7804000000000003e-05,jev-1.13.0,18.292657
rust,384,0,0.12,ok,TN,cobranca_legitima,0.02,0.01,326.7249,611,151,2.5662000000000003e-05,jev-1.13.0,18.339314
rust,385,0,0.02,ok,TN,pessoal,0.26,0.03,313.44100000000003,614,148,2.5788000000000004e-05,jev-1.13.0,18.352957
rust,386,0,0.24,ok,TN,cobranca_legitima,0.01,0.01,462.9753,601,151,2.5242000000000003e-05,jev-1.13.0,18.31593
rust,387,0,0.06,ok,TN,outro,0.91,0.01,288.7926,605,147,2.5410000000000002e-05,jev-1.13.0,18.486262
rust,388,0,0.01,ok,TN,pessoal,0.0,0.0,363.0932,599,148,2.5158000000000002e-05,jev-1.13.0,18.583683
rust,389,1,0.96,golpe,TP,troca_numero,0.62,0.99,532.4683,665,150,2.7930000000000005e-05,jev-1.13.0,18.82514
rust,390,0,0.05,ok,TN,pessoal,0.0,0.07,385.4261,612,148,2.5704000000000003e-05,jev-1.13.0,18.559691
rust,391,0,0.01,ok,TN,pessoal,0.03,0.01,336.22200000000004,601,148,2.5242000000000003e-05,jev-1.13.0,18.652925
rust,392,0,0.04,ok,TN,outro,0.12,0.01,383.7584,612,147,2.5704000000000003e-05,jev-1.13.0,18.699842
rust,393,0,0.07,ok,TN,pessoal,0.0,0.01,356.46529999999996,602,148,2.5284000000000004e-05,jev-1.13.0,18.695811
rust,394,0,0.08,ok,TN,outro,0.94,0.01,393.658,604,147,2.5368000000000002e-05,jev-1.13.0,18.746837
rust,395,0,0.03,ok,TN,pessoal,0.0,0.02,362.1284,607,148,2.5494000000000004e-05,jev-1.13.0,18.848307
rust,396,0,0.01,ok,TN,pessoal,0.04,0.01,329.0209,601,148,2.5242000000000003e-05,jev-1.13.0,18.888591
rust,397,0,0.13,ok,TN,cobranca_legitima,0.06,0.01,341.74850000000004,608,151,2.5536000000000004e-05,jev-1.13.0,18.925305
rust,398,0,0.01,ok,TN,pessoal,0.2,0.01,422.5684,609,148,2.5578000000000005e-05,jev-1.13.0,19.075093
rust,399,0,0.02,ok,TN,pessoal,0.0,0.0,363.0423,600,148,2.5200000000000003e-05,jev-1.13.0,19.059096
rust,400,1,0.98,golpe,TP,troca_numero,1.77,0.99,374.97970000000004,652,150,2.7384000000000004e-05,jev-1.13.0,19.075005
rust,401,0,0.07,ok,TN,outro,0.91,0.01,411.5254,604,147,2.5368000000000002e-05,jev-1.13.0,19.158198
rust,402,0,0.18,ok,TN,cobranca_legitima,0.05,0.89,406.3816,631,151,2.6502000000000005e-05,jev-1.13.0,19.231237
rust,403,0,0.12,ok,TN,outro,0.64,0.01,455.3786,610,147,2.5620000000000002e-05,jev-1.13.0,19.303839
rust,404,0,0.08,ok,TN,pessoal,0.0,0.01,390.8256,600,148,2.5200000000000003e-05,jev-1.13.0,19.279745
rust,405,0,0.07,ok,TN,pessoal,0.0,0.01,354.6053,600,148,2.5200000000000003e-05,jev-1.13.0,19.279795
rust,406,0,0.02,ok,TN,pessoal,0.48,0.01,293.4059,603,148,2.5326000000000005e-05,jev-1.13.0,19.352498
rust,407,0,0.12,ok,TN,outro,0.67,0.01,394.0012,609,147,2.5578000000000005e-05,jev-1.13.0,19.468759
rust,408,0,0.05,ok,TN,pessoal,0.0,0.09,393.4213,612,148,2.5704000000000003e-05,jev-1.13.0,19.4685
rust,409,0,0.08,ok,TN,pessoal,0.0,0.01,360.1917,600,148,2.5200000000000003e-05,jev-1.13.0,19.518488
rust,410,0,0.03,ok,TN,pessoal,0.0,0.02,407.10269999999997,607,148,2.5494000000000004e-05,jev-1.13.0,19.638363
rust,411,0,0.01,ok,TN,pessoal,0.03,0.01,353.0865,601,148,2.5242000000000003e-05,jev-1.13.0,19.632561
rust,412,0,0.02,ok,TN,pessoal,0.17,0.01,376.2975,611,148,2.5662000000000003e-05,jev-1.13.0,19.656104
rust,413,0,0.03,ok,TN,pessoal,0.0,0.02,418.93829999999997,607,148,2.5494000000000004e-05,jev-1.13.0,19.722683
rust,414,0,0.02,ok,TN,pessoal,0.5,0.01,366.0019,603,148,2.5326000000000005e-05,jev-1.13.0,19.718518
rust,415,0,0.16,ok,TN,cobranca_legitima,0.09,0.01,289.1421,602,151,2.5284000000000004e-05,jev-1.13.0,19.75771
